inci	cas	ec	functions	restriction
SUCROSE LAURATE	25339-99-5 / 37266-93-6	246-873-3 / 253-432-9	EMOLLIENT, EMULSIFYING, SKIN CONDITIONING, SURFACTANT	
SUCROSE MORTIERELLATE			EMOLLIENT, EMULSIFYING, SKIN CONDITIONING, SURFACTANT	
SUCROSE MYRISTATE	27216-47-3	248-340-0	EMOLLIENT, EMULSIFYING, SKIN CONDITIONING, SURFACTANT	
SUCROSE OCTAACETATE	126-14-7	204-772-1	DENATURANT, MASKING	
SUCROSE OLEATE	52683-61-1 / 25496-92-8	258-098-8 / 247-041-2	EMOLLIENT, EMULSIFYING, SKIN CONDITIONING, SURFACTANT	
SUCROSE PALMITATE	26446-38-8 / 39300-95-3	247-706-7 / 254-410-1	EMOLLIENT, EMULSIFYING, SKIN CONDITIONING, SURFACTANT	
SUCROSE PENTAERUCATE			EMOLLIENT, EMULSIFYING, SKIN CONDITIONING, SURFACTANT	
SUCROSE PENTAHYDROXYSTEARATE	-	-	HUMECTANT	
SUCROSE POLYBEHENATE	56449-50-4; 93571-82-5	297-409-1	EMOLLIENT, EMULSIFYING, SKIN CONDITIONING, SURFACTANT	
SUCROSE POLYCOTTONSEEDATE	223706-25-0; 93571-82-5	297-409-1	EMOLLIENT, EMULSIFYING, SKIN CONDITIONING, SURFACTANT	
SUCROSE POLYLAURATE	-	-	EMOLLIENT, EMULSIFYING, SKIN CONDITIONING, SURFACTANT	
SUCROSE POLYLINOLEATE	56449-51-5	260-188-7	EMOLLIENT, EMULSIFYING, SKIN CONDITIONING, SURFACTANT	
SUCROSE POLYOLEATE	100358-63-2		EMOLLIENT, EMULSIFYING, SKIN CONDITIONING, SURFACTANT	
SUCROSE POLYPALMATE	-	-	EMOLLIENT, EMULSIFYING, EMULSION STABILISING, SKIN CONDITIONING, SURFACTANT	
SUCROSE POLYSOYATE	223706-28-3; 93571-82-5	297-409-1	EMOLLIENT, EMULSIFYING	
SUCROSE POLYSTEARATE			EMOLLIENT, EMULSIFYING, SKIN CONDITIONING, SURFACTANT	
SUCROSE RICINOLEATE	100358-63-2	-	EMOLLIENT, EMULSIFYING, SKIN CONDITIONING, SURFACTANT	
SUCROSE STEARATE	25168-73-4 / 37318-31-3	246-705-9 / 253-459-6	EMOLLIENT, EMULSIFYING, SKIN CONDITIONING, SURFACTANT	
SUCROSE TETRAHYDROXYSTEARATE	-	-	EMOLLIENT	
SUCROSE TETRAISOSTEARATE			EMOLLIENT, EMULSIFYING, SKIN CONDITIONING, SURFACTANT	
SUCROSE TETRASTEARATE TRIACETATE	52439-69-7	257-922-3	EMOLLIENT, EMULSIFYING, SKIN CONDITIONING	
SUCROSE TRIBEHENATE	84798-44-7		EMOLLIENT, EMULSIFYING, SKIN CONDITIONING	
SUCROSE TRILAURATE	-	-	EMULSIFYING, SURFACTANT	
SUCROSE TRISTEARATE	27923-63-3	248-731-6	EMOLLIENT, EMULSIFYING, SKIN CONDITIONING	
SUILLUS GREVILLEI FERMENT FILTRATE	-	-	EMOLLIENT	
SULCULUS DIVERSICOLOR EXTRACT			SKIN CONDITIONING	
SULFATED CASTOR OIL	8002-33-3	232-306-7	CLEANSING, EMULSIFYING, HUMECTANT, SURFACTANT	
SULFATED COCONUT OIL	68990-34-1	273-594-4	CLEANSING, SURFACTANT	
SULFATED GLYCERYL OLEATE			CLEANSING, SURFACTANT	
SULFATED OLIVE OIL			CLEANSING, FOAMING, SURFACTANT	
SULFATED PEANUT OIL	73138-79-1	277-298-6	CLEANSING, FOAMING, SURFACTANT	
SULFATED SODIUM CHONDROITIN SULFATE			SKIN CONDITIONING	
SULFONATED KERATIN	-	-	FILM FORMING, HAIR CONDITIONING, SKIN PROTECTING	
SULFORAPHANE			BLEACHING, SKIN PROTECTING	
SULFUR	7704-34-9	231-722-6	ANTIDANDRUFF, ANTISEBORRHOEIC, ANTISTATIC, HAIR CONDITIONING, SKIN CONDITIONING	
SULFURIC ACID	7664-93-9	231-639-5	BUFFERING	
SULFURIZED HYDROLYZED CORN PROTEIN			HAIR CONDITIONING	
SULFURIZED HYDROLYZED ZEIN			HAIR CONDITIONING, SKIN CONDITIONING	
SULFURIZED JOJOBA OIL	92457-14-2	296-295-0	EMOLLIENT, SKIN CONDITIONING	
SULFURIZED TEA-RICINOLEATE	222721-88-2		HAIR CONDITIONING	III/62
SULINDAC	38194-50-2	253-819-2	ANTIOXIDANT	
SUNFLOWER GAMMA-LACTONE			HAIR CONDITIONING, NAIL CONDITIONING, SKIN CONDITIONING	
SUNFLOWER GLYCERIDES CITRATE	-	-	EMULSIFYING	
SUNFLOWER OIL DECYL ESTERS			SKIN CONDITIONING	
SUNFLOWER SEED ACID	84625-38-7	283-413-0	CLEANSING, SURFACTANT	
SUNFLOWER SEED OIL CETYL ESTERS			BINDING, EMOLLIENT, HAIR CONDITIONING, SKIN CONDITIONING	
SUNFLOWER SEED OIL ETHYL ESTERS				
SUNFLOWER SEED OIL ETHYL FERULATE ESTERS	-	-	ANTIOXIDANT, BLEACHING, EMOLLIENT, EMULSION STABILISING, UV ABSORBER	
SUNFLOWER SEED OIL GLYCERETH-8 ESTERS			CLEANSING, EMULSIFYING, SURFACTANT	
SUNFLOWER SEED OIL GLYCERIDE	91723-14-7	294-518-6	EMOLLIENT, EMULSIFYING, SKIN CONDITIONING, SURFACTANT	
SUNFLOWER SEED OIL GLYCERIDES	91723-16-9	294-520-7	EMOLLIENT, EMULSIFYING, SKIN CONDITIONING	
SUNFLOWER SEED OIL/HYDROGENATED SUNFLOWER SEED OIL ESTERS	-	-	EMOLLIENT, SKIN CONDITIONING, SKIN PROTECTING, VISCOSITY CONTROLLING	
SUNFLOWER SEED OIL PEG-32 ESTERS			EMOLLIENT, EMULSIFYING, SKIN CONDITIONING, SURFACTANT	
SUNFLOWER SEED OIL PEG-8 ESTERS			EMOLLIENT, EMULSIFYING, SKIN CONDITIONING, SURFACTANT	
SUNFLOWER SEED OIL POLYGLYCERYL-10 ESTERS	-	-	EMULSIFYING, EMULSION STABILISING	
SUNFLOWER SEED OIL POLYGLYCERYL-3 ESTERS	-	-	EMOLLIENT, EMULSIFYING, SKIN CONDITIONING, SURFACTANT	
SUNFLOWER SEED OIL POLYGLYCERYL-4 ESTERS	-	-	EMOLLIENT, EMULSIFYING, SKIN CONDITIONING, SURFACTANT	
SUNFLOWER SEED OIL POLYGLYCERYL-5 ESTERS	-	-	EMOLLIENT, EMULSIFYING, SKIN CONDITIONING, SURFACTANT	
SUNFLOWER SEED OIL POLYGLYCERYL-6 ESTERS	-	-	EMULSIFYING, EMULSION STABILISING	
SUNFLOWER SEED OIL SORBITOL ESTERS	96690-53-8	306-248-9	EMOLLIENT, EMULSIFYING	
SUNFLOWER SEED WAX ALKANES				
SUNFLOWERAMIDE MEA	69227-24-3	273-927-3	CLEANSING, FOAM BOOSTING, VISCOSITY CONTROLLING	III/61
SUNFLOWERAMIDOPROPYLTRIMONIUM DIMETHICONE PEG-8 SUCCINATE	521913-26-8		EMOLLIENT, SKIN CONDITIONING	
SUNFLOWEROYL METHYLGLUCAMIDE	1591782-99-8		CLEANSING, HAIR CONDITIONING, SKIN CONDITIONING, SOLVENT, SURFACTANT	
SUNFLOWERSEEDAMIDOPROPYL DIMETHYLAMINE			ANTISTATIC	
SUNFLOWERSEEDAMIDOPROPYL DIMETHYLAMINE LACTATE			HAIR CONDITIONING	
SUNFLOWERSEEDAMIDOPROPYL DIMETHYLAMINE MALATE			HAIR CONDITIONING	
SUNFLOWERSEEDAMIDOPROPYL ETHYLDIMONIUM ETHOSULFATE			ANTISTATIC, HAIR CONDITIONING	
SUNFLOWERSEEDAMIDOPROPYL HYDROXYETHYLDIMONIUM CHLORIDE			ANTISTATIC, CLEANSING, HAIR CONDITIONING, SURFACTANT	
SUNFLOWERSEEDAMIDOPROPYL MORPHOLINE LACTATE			ANTISTATIC, HAIR CONDITIONING	
SUNFLOWERSEEDAMIDOPROPYL PG-DIMONIUM CHLORIDE PHOSPHATE			ANTISTATIC, HAIR CONDITIONING	
SUNSTONE POWDER			SKIN CONDITIONING	
SUPEROXIDE DISMUTASE	9054-89-1	232-943-0	ANTIOXIDANT, REDUCING, SKIN CONDITIONING	
SUS EXTRACT	91081-63-9	293-670-0	SKIN CONDITIONING	
SUTHERLANDIA FRUTESCENS LEAF EXTRACT			ANTIMICROBIAL	
SUTILAINS	12211-28-8	235-390-3	KERATOLYTIC	
SWEET ALMOND AMINO ACIDS	-	-	HUMECTANT, SKIN PROTECTING	
SWEET ALMOND OIL DECYL ESTERS	-	-	SKIN CONDITIONING	
SWEET ALMOND OIL ETHYLDIMETHYLAMMONIUM ESTERS LACTATE				
SWEET ALMOND OIL PEG-8 ESTERS	-	-	EMOLLIENT, EMULSIFYING	
SWEET ALMOND OIL POLYGLYCERYL-4 ESTERS	1072006-19-9		SOLVENT, SURFACTANT	
SWEET ALMOND OIL POLYGLYCERYL-6 ESTERS	-	-	EMOLLIENT, EMULSIFYING	
SWERTIA CHIRATA EXTRACT	97766-44-4	307-906-8	HUMECTANT	
SWERTIA CHIRATA LEAF EXTRACT	97766-44-4	307-906-8	ASTRINGENT	
SWERTIA JAPONICA EXTRACT	94167-11-0	303-410-0	SKIN CONDITIONING	
SWERTIA JAPONICA POWDER	94167-11-0	303-410-0	HUMECTANT, SKIN CONDITIONING	
SWERTIA PSEUDOCHINENSIS EXTRACT			SKIN CONDITIONING	
SWIFTLET NEST EXTRACT			SKIN CONDITIONING	
SYAGRUS CORONATA SEED OIL			SKIN CONDITIONING	
SYMBIODINIUM MICROADRIATICUM FERMENT LYSATE			SKIN CONDITIONING	
SYMPHORICARPOS ALBUS FRUIT EXTRACT			EMOLLIENT, SKIN CONDITIONING	
SYMPHORICARPOS ALBUS LEAF EXTRACT			EMOLLIENT, SKIN CONDITIONING	
SYMPHYTUM OFFICINALE CALLUS CULTURE EXTRACT			SKIN CONDITIONING	
SYMPHYTUM OFFICINALE CALLUS CULTURE LYSATE				
SYMPHYTUM OFFICINALE LEAF EXTRACT	84696-05-9	283-625-3	SKIN CONDITIONING	
SYMPHYTUM OFFICINALE LEAF POWDER	84696-05-9	283-625-3	ABRASIVE	
SYMPHYTUM OFFICINALE RHIZOME/ROOT EXTRACT	84696-05-9	283-625-3	SKIN CONDITIONING	
SYMPHYTUM OFFICINALE ROOT CELL EXTRACT	84696-05-9	283-625-3	SKIN CONDITIONING	
SYMPHYTUM OFFICINALE ROOT EXTRACT	84696-05-9	283-625-3	ANTIDANDRUFF, SKIN CONDITIONING, SOOTHING	
SYMPLOCOS RACEMOSA BARK EXTRACT	93165-83-4	296-972-0	HUMECTANT, SKIN CONDITIONING	
SYNECHOCOCCUS ELONGATUS/ALGAE FERMENT			SKIN CONDITIONING	
SYNECHOCOCCUS ELONGATUS LYSATE FILTRATE			SKIN CONDITIONING	
SYNECHOCOCCUS/MANGANESE FERMENT	-	-	SKIN CONDITIONING	
SYNEPHRINE	94-07-5		SKIN PROTECTING	
SYNEPHRINE HCL	5985-28-4	227-804-6 (I)	ANTIOXIDANT, HAIR CONDITIONING, SKIN CONDITIONING	
SYNGONANTHUS NITENS STEM EXTRACT	2248485-31-4 (generic)		SKIN CONDITIONING	
SYNSEPALUM DULCIFICUM FRUIT EXTRACT	-	-	SKIN CONDITIONING	
SYNSEPALUM DULCIFICUM SEED OIL	-	-	EMOLLIENT	
SYNTHETIC BEESWAX	71243-51-1	275-286-5	BINDING, EMULSION STABILISING, VISCOSITY CONTROLLING	
SYNTHETIC CANDELILLA WAX			BINDING, EMOLLIENT, EMULSION STABILISING, VISCOSITY CONTROLLING	
SYNTHETIC CARNAUBA			BINDING, EMOLLIENT, EMULSION STABILISING, VISCOSITY CONTROLLING	
SYNTHETIC FLUORPHLOGOPITE	12003-38-2	234-426-5	BULKING, VISCOSITY CONTROLLING	
SYNTHETIC JAPAN WAX			BINDING, EMOLLIENT, EMULSION STABILISING, VISCOSITY CONTROLLING	
SYNTHETIC JOJOBA OIL			EMOLLIENT, SKIN CONDITIONING	
SYNTHETIC MOONSTONE POWDER			SKIN CONDITIONING	
SYNTHETIC PETROLATUM			SKIN CONDITIONING, VISCOSITY CONTROLLING	
SYNTHETIC RUBY	-	-	ABRASIVE	
SYNTHETIC RUBY POWDER	-	-	ABRASIVE, SKIN CONDITIONING, UV ABSORBER	
SYNTHETIC SAPPHIRE	-	-	BULKING, OPACIFYING	
SYNTHETIC THYMUS HYDROLYSATE			HUMECTANT, SKIN CONDITIONING	
SYNTHETIC WAX	8002-74-2; 68527-08-2	232-315-6	ANTISTATIC, BINDING, EMOLLIENT, EMULSION STABILISING, MASKING, VISCOSITY CONTROLLING	
SYNURUS PALMATOPINNATIFIDUS LEAF/STEM EXTRACT			HUMECTANT	
SYRINGA OBLATA BARK/LEAF POWDER			ABRASIVE, HUMECTANT, MASKING, SKIN CONDITIONING, SKIN PROTECTING	
SYRINGA VULGARIS EXTRACT	90063-50-6	290-008-2	SKIN CONDITIONING, TONIC	
SYRINGA VULGARIS FLOWER EXTRACT	90063-50-6	290-008-2	SKIN CONDITIONING	
SYRINGA VULGARIS FLOWER WATER	90063-50-6	290-008-2	SKIN CONDITIONING	
SYRINGA VULGARIS LEAF CELL CULTURE EXTRACT	90063-50-6	290-008-2	SKIN CONDITIONING	
SYRINGA VULGARIS LEAF CELL EXTRACT			ANTIOXIDANT, SKIN PROTECTING	
SYRINGA VULGARIS MERISTEM CELL CULTURE	90063-50-6	290-008-2	ANTIOXIDANT, SKIN PROTECTING	
SYRINGALDEHYDE	104-09-6	203-173-2	PERFUMING	
SYRINGARESINOL	487-35-4			
SYRINGIC ACID	530-57-4	208-486-8	ANTIOXIDANT	
SYZYGIUM AQUEUM FRUIT WATER	-	-	HAIR CONDITIONING, SKIN CONDITIONING	
SYZYGIUM AUSTRALE FRUIT EXTRACT			SKIN CONDITIONING	
SYZYGIUM JAMBOS LEAF EXTRACT	97766-45-5	307-907-3	SKIN CONDITIONING	
SYZYGIUM LUEHMANNII FRUIT EXTRACT			ANTIOXIDANT, HAIR CONDITIONING, HUMECTANT, SKIN CONDITIONING	
SYZYGIUM LUEHMANNII FRUIT POWDER	1542151-08-5		ANTIOXIDANT, HAIR CONDITIONING, HUMECTANT, SKIN CONDITIONING	
SYZYGIUM LUEHMANNII SEED OIL			ANTIOXIDANT, EMOLLIENT, HUMECTANT, SKIN CONDITIONING, SKIN PROTECTING	
SYZYGIUM MALACCENSE SHOOT EXTRACT				
SYZYGIUM NERVOSUM FRUIT EXTRACT			SKIN CONDITIONING	
SYZYGIUM POLYANTHUM LEAF POWDER	-	-	MASKING	
SYZYGIUM SAMARANGENSE FRUIT EXTRACT			ANTIOXIDANT, SKIN CONDITIONING	
T-BUTYL ACETATE	540-88-5	208-760-7	SOLVENT	
T-BUTYL ALCOHOL	75-65-0	200-889-7	DENATURANT, PERFUMING, SOLVENT	
T-BUTYL BENZOYL PEROXIDE	614-45-9	210-382-2	UV ABSORBER	
T-BUTYL DIMETHYL SILYL GRAPE SEED EXTRACT	-	-	ANTIOXIDANT	
T-BUTYL METHACRYLATE	585-07-9	209-548-7	FILM FORMING	
T-BUTYL METHYL ETHER	1634-04-4	216-653-1	SOLVENT	
T-BUTYL METHYLPHENOXY PHENOL	307000-42-6	-	DEODORANT	
T-BUTYL P-CRESOL	29759-28-2			
T-BUTYLACRYLAMIDE	107-58-4	203-505-6		
T-BUTYLACRYLAMIDE/DIMETHYLACRYLAMIDE/PEG-14 DIACRYLATE CROSSPOLYMER			HAIR FIXING	
T-BUTYLAMINOETHYL METHACRYLATE	3775-90-4		NOT REPORTED	
T-BUTYLBENZAMIDO HYDROXYLBENZAMIDE			ANTIOXIDANT, SKIN PROTECTING	
T-BUTYLBENZAMIDO HYDROXYLPHENYLACETAMIDE			ANTIOXIDANT, SKIN PROTECTING	
T-BUTYLBENZAMIDO METHYLHYDROXYLBENZAMIDE			ANTIOXIDANT, SKIN PROTECTING	
T-BUTYLCHROMENAMIDO BENZYL METHANESULFONAMIDE			EMOLLIENT, SKIN CONDITIONING, SKIN PROTECTING	
T-BUTYLCHROMENAMIDO FLUOROBENZYL METHANESULFONAMIDE	-	-	ANTIOXIDANT, SKIN PROTECTING	
T-BUTYLHYDROXYLAMINE ACETATE	253605-31-1		ANTIOXIDANT	
T-BUTYLPHENYL ETHYL GLYCERYL DIETHER			ANTIOXIDANT, HUMECTANT	
T-BUTYLPHENYL GLYCERYL ETHER	53379-99-0		ANTIOXIDANT, HUMECTANT	
T-BUTYLPHENYL IMIDAZOLYLPHENYL SULFONAMIDE	-	-	ANTIOXIDANT, BLEACHING, SKIN PROTECTING	
TABEBUIA AVELLANEDAE BARK EXTRACT			HUMECTANT, SKIN CONDITIONING	
TABEBUIA AVELLANEDAE BARK POWDER	-	-	SKIN CONDITIONING	
TABEBUIA BARK EXTRACT			SKIN CONDITIONING	
TABEBUIA IMPETIGINOSA BARK EXTRACT	223748-85-4		SKIN CONDITIONING	
TABEBUIA IMPETIGINOSA LEAF EXTRACT	223748-85-4		SKIN CONDITIONING	
TABEBUIA SERRATIFOLIA WOOD EXTRACT	-	-	SKIN CONDITIONING	
TAED	10543-57-4	234-123-8	BLEACHING	
TAFLUPROST	209860-87-7	-	HAIR CONDITIONING	
TAGETES ERECTA FLOWER EXTRACT	90131-43-4	290-353-9	PERFUMING, SKIN CONDITIONING	
TAGETES ERECTA FLOWER OIL	90131-43-4 / 8016-84-0	290-353-9 / -	MASKING, PERFUMING	
TAGETES ERECTA ROOT EXTRACT			ANTIOXIDANT	
TAGETES LEMMONII LEAF OIL				
TAGETES LEMMONII LEAF WATER				
TAGETES MINUTA FLOWER EXTRACT	91770-75-1	294-862-7	PERFUMING	
TAGETES MINUTA FLOWER OIL	91770-75-1 / 8016-84-0	294-862-7	MASKING, PERFUMING, SKIN CONDITIONING	
TAGETES PATULA FLOWER EXTRACT	91722-29-1	294-431-3	PERFUMING	
TAGETES PATULA FLOWER/LEAF/STEM EXTRACT			EMOLLIENT, SKIN CONDITIONING	
TAGETES PATULA FLOWER OIL	91722-29-1 / 8016-84-0	294-431-3 / -	PERFUMING	
TAIWANOFUNGUS CAMPHORATUS EXTRACT			CLEANSING, EMOLLIENT, HUMECTANT, SKIN CONDITIONING	
TAIWANOFUNGUS CAMPHORATUS FERMENT EXTRACT			SKIN CONDITIONING	
TALC	14807-96-6	238-877-9	ABRASIVE, ABSORBENT, ANTICAKING, BULKING, OPACIFYING, SKIN PROTECTING	III/59
TALINUM FRUTICOSUM LEAF/STEM EXTRACT				
TALINUM PANICULATUM EXTRACT			SKIN CONDITIONING	
TALL OIL	8002-26-4	232-304-6	SKIN CONDITIONING	
TALL OIL ACID	61790-12-3	263-107-3	CLEANSING, EMOLLIENT, EMULSIFYING, SURFACTANT	
TALL OIL BENZYL HYDROXYETHYL IMIDAZOLINIUM CHLORIDE	68309-34-2	269-674-3	ANTISTATIC, HAIR CONDITIONING	
TALL OIL GLYCERIDES	97722-02-6	307-751-6	EMOLLIENT, SKIN CONDITIONING	
TALL OIL HYDROXYETHYL IMIDAZOLINE	61791-39-7	263-171-2	ANTISTATIC, HAIR CONDITIONING	
TALL OIL STEROL			EMOLLIENT, REFATTING, SKIN CONDITIONING	
TALLAMIDE DEA	68155-20-4	268-949-5	FOAM BOOSTING, SURFACTANT, VISCOSITY CONTROLLING	III/60
TALLAMIDOPROPYL DIMETHYLAMINE	68650-79-3	272-047-7	ANTISTATIC	
TALLOL	8002-26-4	232-304-6	EMOLLIENT, SOLVENT	
TALLOW	61789-97-7,129521-65-9	263-099-1	SKIN CONDITIONING	
TALLOW ACID	61790-37-2	263-129-3	CLEANSING, EMOLLIENT, EMULSIFYING, REFATTING, SKIN CONDITIONING, SURFACTANT	
TALLOW ALCOHOL	99561-04-3	308-980-4	EMOLLIENT, EMULSIFYING, EMULSION STABILISING, REFATTING, VISCOSITY CONTROLLING	
TALLOW AMIDE	93455-70-0	297-355-9	EMULSIFYING, EMULSION STABILISING, FOAM BOOSTING, OPACIFYING, SURFACTANT, VISCOSITY CONTROLLING	
TALLOW AMINE	61790-33-8	263-125-1	ANTISTATIC, EMULSIFYING, SURFACTANT	III/61
TALLOW BETAINE			ANTISTATIC, CLEANSING, FOAM BOOSTING, HAIR CONDITIONING, SKIN CONDITIONING, SURFACTANT, VISCOSITY CONTROLLING	
TALLOW DIHYDROXYETHYL BETAINE	70750-46-8	274-845-0	ANTISTATIC, CLEANSING, FOAMING, HAIR CONDITIONING, SKIN CONDITIONING, SURFACTANT, VISCOSITY CONTROLLING	
TALLOW GLYCERIDE	61789-13-7	263-035-2	EMOLLIENT, EMULSIFYING	
TALLOW GLYCERIDES	91723-30-7	294-535-9	EMOLLIENT, EMULSIFYING, SKIN CONDITIONING	
TALLOW HYDROXYETHYL IMIDAZOLINE	90411-99-7	291-479-7	ANTISTATIC, HAIR CONDITIONING, SURFACTANT	
TALLOW TRIHYDROXYETHYLAMMONIUM ACETATE			ANTISTATIC	
TALLOWALKONIUM CHLORIDE	61789-75-1	263-085-5	ANTISTATIC, PRESERVATIVE, SURFACTANT	III/65 V/54
TALLOWAMIDE DEA	68140-08-9	268-772-3	ANTISTATIC, EMULSIFYING, EMULSION STABILISING, FOAM BOOSTING, SURFACTANT, VISCOSITY CONTROLLING	III/60
TALLOWAMIDE MEA	90640-29-2	292-546-3	ANTISTATIC, EMULSIFYING, EMULSION STABILISING, FOAM BOOSTING, SURFACTANT, VISCOSITY CONTROLLING	
TALLOWAMIDOPROPYL BETAINE	91783-17-4	295-095-0	CLEANSING, FOAM BOOSTING, HAIR CONDITIONING, SKIN CONDITIONING, SURFACTANT, VISCOSITY CONTROLLING	
TALLOWAMIDOPROPYL DIMETHYLAMINE	68425-50-3	270-356-1	ANTISTATIC, SURFACTANT	
TALLOWAMIDOPROPYL HYDROXYSULTAINE	70131-57-6	274-331-6	ANTISTATIC, CLEANSING, FOAM BOOSTING, HAIR CONDITIONING, SKIN CONDITIONING, SURFACTANT, VISCOSITY CONTROLLING	
TALLOWAMIDOPROPYLAMINE OXIDE	68647-77-8	271-972-3	ANTISTATIC, CLEANSING, FOAM BOOSTING, HAIR CONDITIONING, HYDROTROPE, SURFACTANT	
TALLOWAMINE OXIDE			ANTISTATIC, CLEANSING, EMULSIFYING, FOAM BOOSTING, FOAMING, HAIR CONDITIONING, HYDROTROPE, SURFACTANT, VISCOSITY CONTROLLING	
TALLOWAMINOPROPYLAMINE	68439-73-6	270-416-7	ANTISTATIC, EMULSIFYING	
TALLOWDIMONIUM PROPYLTRIMONIUM DICHLORIDE	68607-29-4	271-762-18/629-716-7	ANTISTATIC, EMULSIFYING, SURFACTANT	
TALLOWETH-18	61791-28-4 (generic)		EMULSIFYING, SURFACTANT	
TALLOWETH-4	61791-28-4 (generic)		EMULSIFYING, SURFACTANT	
TALLOWETH-5	61791-28-4 (generic)		EMULSIFYING, SURFACTANT	
TALLOWETH-6	61791-28-4		EMULSIFYING, SURFACTANT	
TALLOWETH-7	61791-28-4 (generic)	-	EMULSIFYING, SURFACTANT	
TALLOWOYL ETHYL GLUCOSIDE	223706-32-9		CLEANSING, SURFACTANT	
TALLOWTRIMONIUM CHLORIDE	8030-78-2	232-447-4	ANTISTATIC, HAIR CONDITIONING, PRESERVATIVE, SURFACTANT	V/44
TAMARINDUS INDICA EXTRACT	84961-62-6	284-651-8	KERATOLYTIC, SMOOTHING	
TAMARINDUS INDICA FRUIT EXTRACT	84961-62-6	284-651-8	SKIN CONDITIONING	
TAMARINDUS INDICA FRUIT JUICE	84961-62-6	284-651-8	MASKING	
TAMARINDUS INDICA FRUIT/SEED EXTRACT	84961-62-6	284-651-8	SKIN PROTECTING	
TAMARINDUS INDICA HYDROXYPROPYLTRIMONIUM CHLORIDE	-	-	ANTISTATIC, HAIR CONDITIONING, SKIN CONDITIONING	
TAMARINDUS INDICA LEAF EXTRACT	84961-62-6	284-651-8	SKIN CONDITIONING	
TAMARINDUS INDICA SEED EXTRACT	84961-62-6	284-651-8	EMOLLIENT, HUMECTANT, SKIN CONDITIONING	
TAMARINDUS INDICA SEED GUM	84961-62-6	284-651-8	EMULSION STABILISING, VISCOSITY CONTROLLING	
TAMARINDUS INDICA SEED POLYSACCHARIDE	39386-78-2	254-442-6	SKIN CONDITIONING	
TAMARIX CHINENSIS EXTRACT	-	-	SKIN CONDITIONING	
TAMARIX CHINENSIS FLOWER/LEAF EXTRACT	90131-44-5	290-354-4	HUMECTANT, SKIN CONDITIONING	
TAMBOURISSA TRICHOPHYLLA BARK EXTRACT	342806-97-7		SKIN CONDITIONING	
TAMBOURISSA TRICHOPHYLLA LEAF EXTRACT	342806-97-7	-	SKIN CONDITIONING	
TANACETUM ANNUUM FLOWER/LEAF/STEM OIL			MASKING, SKIN CONDITIONING	
TANACETUM ANNUUM FLOWER OIL			MASKING, SKIN CONDITIONING	
TANACETUM CINERARIIFOLIUM FLOWER EXTRACT	89997-63-7	289-699-3	MASKING	
TANACETUM CINERARIIFOLIUM ROOT EXTRACT	89997-63-7	289-699-3	MASKING	
TANACETUM VULGARE EXTRACT	84961-64-8	284-653-9	SKIN CONDITIONING	
TANACETUM VULGARE FLOWER EXTRACT	84961-64-8	284-653-9	PERFUMING	
TANACETUM VULGARE FLOWER OIL	84961-64-8	284-653-9	PERFUMING	
TANAKURA CLAY			ABSORBENT, BINDING, BULKING	
TANGERITIN	481-53-8	207-570-1	ANTIOXIDANT, SKIN CONDITIONING	
TANNIC ACID	1401-55-4	215-753-2	ASTRINGENT, MASKING	
TANTALUM ETHOXIDE/ISOPROPOXIDE			SKIN PROTECTING	
TAPIOCA STARCH	9005-25-8	232-679-6	VISCOSITY CONTROLLING	
TAPIOCA STARCH CROSSPOLYMER	-	-	ABSORBENT, BINDING	
TAPIOCA STARCH POLYMETHYLSILSESQUIOXANE	68989-12-8		ABSORBENT, SKIN CONDITIONING, VISCOSITY CONTROLLING	
TAPIRIRA GUIANENSIS LEAF EXTRACT			SKIN CONDITIONING	
TAR OIL	8002-29-7	232-306-1	MASKING	
TARAKTOGENOS KURZII SEED OIL	8001-74-9	*616-787-4	SKIN CONDITIONING	
TARAXACUM BRACHYCERAS CALLUS EXTRACT			ANTIMICROBIAL, ANTIOXIDANT, HAIR CONDITIONING, HUMECTANT, SKIN CONDITIONING, SKIN PROTECTING	
TARAXACUM COREANUM EXTRACT			ANTIMICROBIAL, ANTIOXIDANT, SKIN CONDITIONING	
TARAXACUM COREANUM FLOWER EXTRACT				
TARAXACUM COREANUM LEAF EXTRACT				
TARAXACUM COREANUM PHYTOPLACENTA CULTURE EXTRACT				
TARAXACUM COREANUM ROOT EXTRACT				
TARAXACUM COREANUM STEM EXTRACT				
TARAXACUM HALLAISANENSIS EXTRACT	-	-	SKIN CONDITIONING	
TARAXACUM MONGOLICUM EXTRACT			ANTIOXIDANT, SKIN CONDITIONING	
TARAXACUM MONGOLICUM ROOT EXTRACT			HUMECTANT, SKIN CONDITIONING	
TARAXACUM OFFICINALE (DANDELION) ROOT	68990-74-9	273-624-6		
TARAXACUM OFFICINALE EXTRACT	68990-74-9	273-624-6	SKIN CONDITIONING	
TARAXACUM OFFICINALE FLOWER/LEAF/STEM EXTRACT	68990-74-9	273-624-6	SKIN CONDITIONING	
TARAXACUM OFFICINALE FLOWER/LEAF/STEM JUICE	68990-74-9	273-624-6		
TARAXACUM OFFICINALE JUICE	68990-74-9		SKIN CONDITIONING	
TARAXACUM OFFICINALE LEAF EXTRACT	68990-74-9	273-624-6	SKIN CONDITIONING	
TARAXACUM OFFICINALE RHIZOME/ROOT EXTRACT	68990-74-9	273-624-6	SKIN CONDITIONING, SOOTHING	
